CPU: ID 0x306a9, Processor Type 0x0, Family 0x6, Model 0x3a, Stepping 0x9
Northbridge: 8086:0150 (3rd generation (Ivy Bridge family) Core Processor (Desktop))
Southbridge: 8086:1e4a (H77)
IGD: 8086:0152 (Intel(R) HD 2500 Graphics)

============= GPIOS =============

GPIOBASE = 0x0500 (IO)

gpiobase+0x0000: 0xb96befe3 (GPIO_USE_SEL)
gpiobase+0x0000: 0xb96ba1ff (GPIO_USE_SEL) DEFAULT
gpiobase+0x0000: 0x00004e1c (GPIO_USE_SEL) DIFF
gpiobase+0x0004: 0x06fe4ee3 (GP_IO_SEL)
gpiobase+0x0004: 0xeeff6eff (GP_IO_SEL) DEFAULT
gpiobase+0x0004: 0xe801201c (GP_IO_SEL) DIFF
gpiobase+0x0008: 0x00000000 (RESERVED)
gpiobase+0x000c: 0x60da5ebf (GP_LVL)
gpiobase+0x000c: 0x02fe0100 (GP_LVL) DEFAULT
gpiobase+0x000c: 0x62245fbf (GP_LVL) DIFF
gpiobase+0x0010: 0x00000000 (RESERVED)
gpiobase+0x0014: 0x00000000 (RESERVED)
gpiobase+0x0018: 0x00040000 (GPO_BLINK)
gpiobase+0x001c: 0x00000000 (GP_SER_BLINK)
gpiobase+0x0020: 0x00080000 (GP_SB_CMDSTS)
gpiobase+0x0024: 0x00000000 (GP_SB_DATA)
gpiobase+0x0028: 0x0000     (GPI_NMI_EN)
gpiobase+0x002a: 0x0000     (GPI_NMI_STS)
gpiobase+0x002c: 0x00000000 (GPI_INV)
gpiobase+0x0030: 0x020374fb (GPIO_USE_SEL2)
gpiobase+0x0030: 0x020300ff (GPIO_USE_SEL2) DEFAULT
gpiobase+0x0030: 0x00007404 (GPIO_USE_SEL2) DIFF
gpiobase+0x0034: 0x1f578ff0 (GP_IO_SEL2)
gpiobase+0x0034: 0x1f57fff4 (GP_IO_SEL2) DEFAULT
gpiobase+0x0034: 0x00007004 (GP_IO_SEL2) DIFF
gpiobase+0x0038: 0xfcfc6f07 (GP_LVL2)
gpiobase+0x0038: 0xa4aa0007 (GP_LVL2) DEFAULT
gpiobase+0x0038: 0x58566f00 (GP_LVL2) DIFF
gpiobase+0x003c: 0x00000000 (RESERVED)
gpiobase+0x0040: 0x000001b0 (GPIO_USE_SEL3)
gpiobase+0x0040: 0x00000130 (GPIO_USE_SEL3) DEFAULT
gpiobase+0x0040: 0x00000080 (GPIO_USE_SEL3) DIFF
gpiobase+0x0044: 0x00000ff0 (GP_IO_SEL3)
gpiobase+0x0048: 0x00000dff (GP_LVL3)
gpiobase+0x0048: 0x000000c0 (GP_LVL3) DEFAULT
gpiobase+0x0048: 0x00000d3f (GP_LVL3) DIFF
gpiobase+0x004c: 0x00000000 (RESERVED)
gpiobase+0x0050: 0x00000000 (RESERVED)
gpiobase+0x0054: 0x00000000 (RESERVED)
gpiobase+0x0058: 0x00000000 (RESERVED)
gpiobase+0x005c: 0x00000000 (RESERVED)
gpiobase+0x0060: 0x00000000 (GP_RST_SEL1)
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DEFAULT
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DIFF
gpiobase+0x0064: 0x00000000 (GP_RST_SEL2)
gpiobase+0x0068: 0x00000000 (GP_RST_SEL3)
gpiobase+0x006c: 0x00000000 (RESERVED)
gpiobase+0x0070: 0x00000000 (RESERVED)
gpiobase+0x0074: 0x00000000 (RESERVED)
gpiobase+0x0078: 0x00000000 (RESERVED)
gpiobase+0x007c: 0x00000000 (RESERVED)



============= RCBA ==============

RCBA = 0xfed1c000 (MEM)

0x0050: 0x812a0654
0x0f96e4: 0xa143003f
0x0f96e8: 0xa143003f
0x0f96ec: 0xa143003f
0x0f96f0: 0xa143003f
0x0f96f4: 0xa143003f
0x0f96f8: 0xa143003f
0x0f96fc: 0xa143003f
0x0f9700: 0xa143003f
0x0f9704: 0xa143003f
0x0f9708: 0xa143003f
0x0f970c: 0xa143003f
0x0f9710: 0xa143003f
0x0f9714: 0xa143003f
0x0f9718: 0xa143003f
0x0f971c: 0xa143003f
0x0f9720: 0xa143003f
0x0f9724: 0xa143003f
0x0f9728: 0xa143003f
0x0f972c: 0xa143003f
0x0f9730: 0xa143003f
0x0f9734: 0xa143003f
0x0f9738: 0xa143003f
0x0f973c: 0xa143003f
0x0f9740: 0xa143003f
0x0f9744: 0xa143003f
0x0f9748: 0xa143003f
0x0f974c: 0xa143003f
0x0f9750: 0xa143003f
0x0f9754: 0xa143003f
0x0f9758: 0xa143003f
0x0f975c: 0xa143003f
0x0f9760: 0xa143003f
0x0f9764: 0xa143003f
0x0f9768: 0xa143003f
0x0f976c: 0xa143003f
0x0f9770: 0xa143003f
0x0f9774: 0xa143003f
0x0f9778: 0xa143003f
0x0f977c: 0xa143003f
0x0f9780: 0xa143003f
0x0f9784: 0xa143003f
0x0f9788: 0xa143003f
0x0f978c: 0xa143003f
0x0f9790: 0xa143003f
0x0f9794: 0xa143003f
0x0f9798: 0xa143003f
0x0f979c: 0xa143003f
0x0f97a0: 0xa143003f
0x0f97a4: 0xa143003f
0x0f97a8: 0xa143003f
0x0f97ac: 0xa143003f
0x0f97b0: 0xa143003f
0x0f97b4: 0xa143003f
0x0f97b8: 0xa143003f
0x0f97bc: 0xa143003f
0x0f97c0: 0xa143003f
0x0f97c4: 0xa143003f
0x0f97c8: 0xa143003f
0x0f97cc: 0xa143003f
0x0f97d0: 0xffffffff
0x0f97e4: 0x00101010
0x0f9bd4: 0x00000000
0x0f9bdc: 0x00800000
0x0f9be0: 0x00000000
0x0f9be8: 0xa143003f
0x0f9bec: 0xa143003f
0x0f9bf0: 0xa143003f
0x0f9bf4: 0xa143003f
0x0f9bf8: 0xa143003f
0x0f9bfc: 0xa143003f
0x0f9c00: 0xa143003f
0x0f9c04: 0xa143003f
0x0f9c08: 0xa143003f
0x0f9c0c: 0xa143003f
0x0f9c10: 0xa143003f
0x0f9c14: 0xa143003f
0x0f9c18: 0xa143003f
0x0f9c1c: 0xa143003f
0x0f9c20: 0xa143003f
0x0f9c24: 0xa143003f
0x0f9c28: 0xa143003f
0x0f9c2c: 0xa143003f
0x0f9c30: 0xa143003f
0x0f9c34: 0xa143003f
0x0f9c38: 0xa143003f
0x0f9c3c: 0xa143003f
0x0f9c40: 0xa143003f
0x0f9c44: 0xa143003f
0x0f9c48: 0xa143003f
0x0f9c4c: 0xa143003f
0x0f9c50: 0xa143003f
0x0f9c54: 0xa143003f
0x0f9c58: 0xa143003f
0x0f9c5c: 0xa143003f
0x0f9c60: 0xa143003f
0x0f9c64: 0xa143003f
0x0f9c68: 0xa143003f
0x0f9c6c: 0xa143003f
0x0f9c70: 0xa143003f
0x0f9c74: 0xa143003f
0x0f9c78: 0xa143003f
0x0f9c7c: 0xa143003f
0x0f9c80: 0xa143003f
0x0f9c84: 0xa143003f
0x0f9c88: 0xa143003f
0x0f9c8c: 0xa143003f
0x0f9c90: 0xa143003f
0x0f9c94: 0xa143003f
0x0f9c98: 0xa143003f
0x0f9c9c: 0xa143003f
0x0f9ca0: 0xa143003f
0x0f9ca4: 0xa143003f
0x0f9ca8: 0xa143003f
0x0f9cac: 0xa143003f
0x0f9cb0: 0xa143003f
0x0f9cb4: 0xa143003f
0x0f9cb8: 0xa143003f
0x0f9cbc: 0xa143003f
0x0f9cc0: 0xa143003f
0x0f9cc4: 0xa143003f
0x0f9cc8: 0xa143003f
0x0f9ccc: 0xa143003f
0x0f9cd0: 0xa143003f
0x0f9cd4: 0xa143003f
0x0f9cd8: 0xa143003f
0x0f9cdc: 0xa143003f
0x0f9ce0: 0xa143003f
0x0f9ce4: 0xa143003f
0x0f9ce8: 0xa143003f
0x0f9cec: 0xa143003f
0x0f9cf0: 0xa143003f
0x0f9cf4: 0xa143003f
0x0f9cf8: 0xa143003f
0x0f9cfc: 0xa143003f
0x0f9d00: 0xa143003f
0x0f9d04: 0xa143003f
0x0f9d08: 0xa143003f
0x0f9d0c: 0xa143003f
0x0f9d10: 0xa143003f
0x0f9d14: 0xa143003f
0x0f9d18: 0xa143003f
0x0f9d1c: 0xa143003f
0x0f9d20: 0xa143003f
0x0f9d24: 0xa143003f
0x0f9d28: 0xa143003f
0x0f9d2c: 0xa143003f
0x0f9d30: 0xa143003f
0x0f9d34: 0xa143003f
0x0f9d38: 0xa143003f
0x0f9d3c: 0xa143003f
0x0f9d40: 0xa143003f
0x0f9d44: 0xa143003f
0x0f9d48: 0xa143003f
0x0f9d4c: 0xa143003f
0x0f9d50: 0xa143003f
0x0f9d54: 0xa143003f
0x0f9d58: 0xa143003f
0x0f9d5c: 0xa143003f
0x0f9d60: 0xa143003f
0x0f9d64: 0xa143003f
0x0f9d68: 0xa143003f
0x0f9d6c: 0xa143003f
0x0f9d70: 0xa143003f
0x0f9d74: 0xa143003f
0x0f9d78: 0xa143003f
0x0f9d7c: 0xa143003f
0x0f9d80: 0xa143003f
0x0f9d84: 0xa143003f
0x0f9d88: 0xa143003f
0x0f9d8c: 0xa143003f
0x0f9d90: 0xa143003f
0x0f9d94: 0xa143003f
0x0f9d98: 0xa143003f
0x0f9d9c: 0xa143003f
0x0f9da0: 0xa143003f
0x0f9da4: 0xa143003f
0x0f9da8: 0xa143003f
0x0f9dac: 0xa143003f
0x0f9db0: 0xa143003f
0x0f9db4: 0xa143003f
0x0f9db8: 0xa143003f
0x0f9dbc: 0xa143003f
0x0f9dc0: 0xa143003f
0x0f9dc4: 0xa143003f
0x0f9dc8: 0xa143003f
0x0f9dcc: 0xa143003f
0x0f9dd0: 0xa143003f
0x0f9dd4: 0xa143003f
0x0f9dd8: 0xa143003f
0x0f9ddc: 0xa143003f
0x0f9de0: 0xa143003f
0x0f9de4: 0xa143003f
0x0f9de8: 0xa143003f
0x0f9dec: 0xa143003f
0x0f9df0: 0xa143003f
0x0f9df4: 0xa143003f
0x0f9df8: 0xa143003f
0x0f9dfc: 0xa143003f
0x0f9e00: 0xa143003f
0x0f9e04: 0xa143003f
0x0f9e08: 0xa143003f
0x0f9e0c: 0xa143003f
0x0f9e10: 0xa143003f
0x0f9e14: 0xa143003f
0x0f9e18: 0xa143003f
0x0f9e1c: 0xa143003f
0x0f9e20: 0xa143003f
0x0f9e24: 0xa143003f
0x0f9e28: 0xa143003f
0x0f9e2c: 0xa143003f
0x0f9e30: 0xa143003f
0x0f9e34: 0xa143003f
0x0f9e38: 0xa143003f
0x0f9e3c: 0xa143003f
0x0f9e40: 0xa143003f
0x0f9e44: 0xa143003f
0x0f9e48: 0xa143003f
0x0f9e4c: 0xa143003f
0x0f9e50: 0xa143003f
0x0f9e54: 0xa143003f
0x0f9e58: 0xa143003f
0x0f9e5c: 0xa143003f
0x0f9e60: 0xa143003f
0x0f9e64: 0xa143003f
0x0f9e68: 0xa143003f
0x0f9e6c: 0xa143003f
0x0f9e70: 0xa143003f
0x0f9e74: 0xa143003f
0x0f9e78: 0xa143003f
0x0f9e7c: 0xa143003f
0x0f9e80: 0xa143003f
0x0f9e84: 0xa143003f
0x0f9e88: 0xa143003f
0x0f9e8c: 0xa143003f
0x0f9e90: 0xa143003f
0x0f9e94: 0xa143003f
0x0f9e98: 0xa143003f
0x0f9e9c: 0xa143003f
0x0f9ea0: 0xa143003f
0x0f9ea4: 0xa143003f
0x0f9ea8: 0xa143003f
0x0f9eac: 0xa143003f
0x0f9eb0: 0xa143003f
0x0f9eb4: 0xa143003f
0x0f9eb8: 0xa143003f
0x0f9ebc: 0xa143003f
0x0f9ec0: 0xa143003f
0x0f9ec4: 0xa143003f
0x0f9ec8: 0xa143003f
0x0f9ecc: 0xa143003f
0x0f9ed0: 0xa143003f
0x0f9ed4: 0xa143003f
0x0f9ed8: 0xa143003f
0x0f9edc: 0xa143003f
0x0f9ee0: 0xa143003f
0x0f9ee4: 0xa143003f
0x0f9ee8: 0xa143003f
0x0f9eec: 0xa143003f
0x0f9ef0: 0xa143003f
0x0f9ef4: 0xa143003f
0x0f9ef8: 0xa143003f
0x0f9efc: 0xa143003f
0x0f9f00: 0xa143003f
0x0f9f04: 0xa143003f
0x0f9f08: 0xa143003f
0x0f9f0c: 0xa143003f
0x0f9f10: 0xa143003f
0x0f9f14: 0xa143003f
0x0f9f18: 0xa143003f
0x0f9f1c: 0xa143003f
0x0f9f20: 0xa143003f
0x0f9f24: 0xa143003f
0x0f9f28: 0xa143003f
0x0f9f2c: 0xa143003f
0x0f9f30: 0xa143003f
0x0f9f34: 0xa143003f
0x0f9f38: 0xa143003f
0x0f9f3c: 0xa143003f
0x0f9f40: 0xa143003f
0x0f9f44: 0xa143003f
0x0f9f48: 0xa143003f
0x0f9f4c: 0xa143003f
0x0f9f50: 0xa143003f
0x0f9f54: 0xa143003f
0x0f9f58: 0xa143003f
0x0f9f5c: 0xa143003f
0x0f9f60: 0xa143003f
0x0f9f64: 0xa143003f
0x0f9f68: 0xa143003f
0x0f9f6c: 0xa143003f
0x0f9f70: 0xa143003f
0x0f9f74: 0xa143003f
0x0f9f78: 0xa143003f
0x0f9f7c: 0xa143003f
0x0f9f80: 0xa143003f
0x0f9f84: 0xa143003f
0x0f9f88: 0xa143003f
0x0f9f8c: 0xa143003f
0x0f9f90: 0xa143003f
0x0f9f94: 0xa143003f
0x0f9f98: 0xa143003f
0x0f9f9c: 0xa143003f
0x0f9fa0: 0xa143003f
0x0f9fa4: 0xa143003f
0x0f9fa8: 0xa143003f
0x0f9fac: 0xa143003f
0x0f9fb0: 0xa143003f
0x0f9fb4: 0xa143003f
0x0f9fb8: 0xa143003f
0x0f9fbc: 0xa143003f
0x0f9fc0: 0xa143003f
0x0f9fc4: 0xa143003f
0x0f9fc8: 0xa143003f
0x0f9fcc: 0xa143003f
0x0f9fd0: 0xa143003f
0x0f9fd4: 0xa143003f
0x0f9fd8: 0xa143003f
0x0f9fdc: 0xa143003f
0x0f9fe0: 0xa143003f
0x0f9fe4: 0xa143003f
0x0f9fe8: 0xa143003f
0x0f9fec: 0xa143003f
0x0f9ff0: 0xa143003f
0x0f9ff4: 0xa143003f
0x0f9ff8: 0xa143003f
0x0f9ffc: 0xa143003f
0x0fa000: 0xa143003f
0x0fa004: 0xa143003f
0x0fa008: 0xa143003f
0x0fa00c: 0xa143003f
0x0fa010: 0xa143003f
0x0fa014: 0xa143003f
0x0fa018: 0xa143003f
0x0fa01c: 0xa143003f
0x0fa020: 0xa143003f
0x0fa024: 0xa143003f
0x0fa028: 0xa143003f
0x0fa02c: 0xa143003f
0x0fa030: 0xa143003f
0x0fa034: 0xa143003f
0x0fa038: 0xa143003f
0x0fa03c: 0xa143003f
0x0fa040: 0xa143003f
0x0fa044: 0xa143003f
0x0fa048: 0xa143003f
0x0fa04c: 0xa143003f
0x0fa050: 0xa143003f
0x0fa054: 0xa143003f
0x0fa058: 0xa143003f
0x0fa05c: 0xa143003f
0x0fa060: 0xa143003f
0x0fa064: 0xa143003f
0x0fa068: 0xa143003f
0x0fa06c: 0xa143003f
0x0fa070: 0xa143003f
0x0fa074: 0xa143003f
0x0fa078: 0xa143003f
0x0fa07c: 0xa143003f
0x0fa080: 0xa143003f
0x0fa084: 0xa143003f
0x0fa088: 0xa143003f
0x0fa08c: 0xa143003f
0x0fa090: 0xa143003f
0x0fa094: 0xa143003f
0x0fa098: 0xa143003f
0x0fa09c: 0xa143003f
0x0fa0a0: 0xa143003f
0x0fa0a4: 0xa143003f
0x0fa0a8: 0xa143003f
0x0fa0ac: 0xa143003f
0x0fa0b0: 0xa143003f
0x0fa0b4: 0xa143003f
0x0fa0b8: 0xa143003f
0x0fa0bc: 0xa143003f
0x0fa0c0: 0xa143003f
0x0fa0c4: 0xa143003f
0x0fa0c8: 0xa143003f
0x0fa0cc: 0xa143003f
0x0fa0d0: 0xa143003f
0x0fa0d4: 0xa143003f
0x0fa0d8: 0xa143003f
0x0fa0dc: 0xa143003f
0x0fa0e0: 0xa143003f
0x0fa0e4: 0xa143003f
0x0fa0e8: 0xa143003f
0x0fa0ec: 0xa143003f
0x0fa0f0: 0xa143003f
0x0fa0f4: 0xa143003f
0x0fa0f8: 0xa143003f
0x0fa0fc: 0xa143003f
0x0fa100: 0xa143003f
0x0fa104: 0xa143003f
0x0fa108: 0xa143003f
0x0fa10c: 0xa143003f
0x0fa110: 0xa143003f
0x0fa114: 0xa143003f
0x0fa118: 0xa143003f
0x0fa11c: 0xa143003f
0x0fa120: 0xa143003f
0x0fa124: 0xa143003f
0x0fa128: 0xa143003f
0x0fa12c: 0xa143003f
0x0fa130: 0xa143003f
0x0fa134: 0xa143003f
0x0fa138: 0xa143003f
0x0fa13c: 0xa143003f
0x0fa140: 0xa143003f
0x0fa144: 0xa143003f
0x0fa148: 0xa143003f
0x0fa14c: 0xa143003f
0x0fa150: 0xa143003f
0x0fa154: 0xa143003f
0x0fa158: 0xa143003f
0x0fa15c: 0xa143003f
0x0fa160: 0xa143003f
0x0fa164: 0xa143003f
0x0fa168: 0xa143003f
0x0fa16c: 0xa143003f
0x0fa170: 0xa143003f
0x0fa174: 0x00000000
0x0fa17c: 0x00101010
0x0fa578: 0x00000000
0x0fa584: 0xa143003f
0x0fa588: 0xa143003f
0x0fa58c: 0xa143003f
0x0fa590: 0xa143003f
0x0fa594: 0xa143003f
0x0fa598: 0xa143003f
0x0fa59c: 0xa143003f
0x0fa5a0: 0xa143003f
0x0fa5a4: 0xa143003f
0x0fa5a8: 0xa143003f
0x0fa5ac: 0xa143003f
0x0fa5b0: 0xa143003f
0x0fa5b4: 0xa143003f
0x0fa5b8: 0xa143003f
0x0fa5bc: 0xa143003f
0x0fa5c0: 0xa143003f
0x0fa5c4: 0xa143003f
0x0fa5c8: 0xa143003f
0x0fa5cc: 0xa143003f
0x0fa5d0: 0xa143003f
0x0fa5d4: 0xa143003f
0x0fa5d8: 0xa143003f
0x0fa5dc: 0xa143003f
0x0fa5e0: 0xa143003f
0x0fa5e4: 0xa143003f
0x0fa5e8: 0xa143003f
0x0fa5ec: 0xa143003f
0x0fa5f0: 0xa143003f
0x0fa5f4: 0xa143003f
0x0fa5f8: 0xa143003f
0x0fa5fc: 0xa143003f
0x0fa600: 0xa143003f
0x0fa604: 0xa143003f
0x0fa608: 0xa143003f
0x0fa60c: 0xa143003f
0x0fa610: 0xa143003f
0x0fa614: 0xa143003f
0x0fa618: 0xa143003f
0x0fa61c: 0xa143003f
0x0fa620: 0xa143003f
0x0fa624: 0xa143003f
0x0fa628: 0xa143003f
0x0fa62c: 0xa143003f
0x0fa630: 0xa143003f
0x0fa634: 0xa143003f
0x0fa638: 0xa143003f
0x0fa63c: 0xa143003f
0x0fa640: 0xa143003f
0x0fa644: 0xa143003f
0x0fa648: 0xa143003f
0x0fa64c: 0xa143003f
0x0fa650: 0xa143003f
0x0fa654: 0xa143003f
0x0fa658: 0xa143003f
0x0fa65c: 0xa143003f
0x0fa660: 0xa143003f
0x0fa664: 0xa143003f
0x0fa668: 0xa143003f
0x0fa66c: 0xa143003f
0x0fa670: 0xa143003f
0x0fa674: 0xa143003f
0x0fa678: 0xa143003f
0x0fa67c: 0xa143003f
0x0fa680: 0xa143003f
0x0fa684: 0xa143003f
0x0fa688: 0xa143003f
0x0fa68c: 0xa143003f
0x0fa690: 0xa143003f
0x0fa694: 0xa143003f
0x0fa698: 0xa143003f
0x0fa69c: 0xa143003f
0x0fa6a0: 0xa143003f
0x0fa6a4: 0xa143003f
0x0fa6a8: 0xa143003f
0x0fa6ac: 0xa143003f
0x0fa6b0: 0xa143003f
0x0fa6b4: 0xa143003f
0x0fa6b8: 0xa143003f
0x0fa6bc: 0xa143003f
0x0fa6c0: 0xa143003f
0x0fa6c4: 0xa143003f
0x0fa6c8: 0xa143003f
0x0fa6cc: 0xa143003f
0x0fa6d0: 0xa143003f
0x0fa6d4: 0xa143003f
0x0fa6d8: 0xa143003f
0x0fa6dc: 0xa143003f
0x0fa6e0: 0xa143003f
0x0fa6e4: 0xa143003f
0x0fa6e8: 0xa143003f
0x0fa6ec: 0xa143003f
0x0fa6f0: 0xa143003f
0x0fa6f4: 0xa143003f
0x0fa6f8: 0xa143003f
0x0fa6fc: 0xa143003f
0x0fa700: 0xa143003f
0x0fa704: 0xa143003f
0x0fa708: 0xa143003f
0x0fa70c: 0xa143003f
0x0fa710: 0xa143003f
0x0fa714: 0xa143003f
0x0fa718: 0xa143003f
0x0fa71c: 0xa143003f
0x0fa720: 0xa143003f
0x0fa724: 0xa143003f
0x0fa728: 0xa143003f
0x0fa72c: 0xa143003f
0x0fa730: 0xa143003f
0x0fa734: 0xa143003f
0x0fa738: 0xa143003f
0x0fa73c: 0xa143003f
0x0fa740: 0xa143003f
0x0fa744: 0xa143003f
0x0fa748: 0xa143003f
0x0fa74c: 0xa143003f
0x0fa750: 0xa143003f
0x0fa754: 0xa143003f
0x0fa758: 0xa143003f
0x0fa75c: 0xa143003f
0x0fa760: 0xa143003f
0x0fa764: 0xa143003f
0x0fa768: 0xa143003f
0x0fa76c: 0xa143003f
0x0fa770: 0xa143003f
0x0fa774: 0xa143003f
0x0fa778: 0xa143003f
0x0fa77c: 0xa143003f
0x0fa780: 0xa143003f
0x0fa784: 0xa143003f
0x0fa788: 0xa143003f
0x0fa78c: 0xa143003f
0x0fa790: 0xa143003f
0x0fa794: 0xa143003f
0x0fa798: 0xa143003f
0x0fa79c: 0xa143003f
0x0fa7a0: 0xa143003f
0x0fa7a4: 0xa143003f
0x0fa7a8: 0xa143003f
0x0fa7ac: 0xa143003f
0x0fa7b0: 0xa143003f
0x0fa7b4: 0xa143003f
0x0fa7b8: 0xa143003f
0x0fa7bc: 0xa143003f
0x0fa7c0: 0xa143003f
0x0fa7c4: 0xa143003f
0x0fa7c8: 0xa143003f
0x0fa7cc: 0xa143003f
0x0fa7d0: 0xa143003f
0x0fa7d4: 0xa143003f
0x0fa7d8: 0xa143003f
0x0fa7dc: 0xa143003f
0x0fa7e0: 0xa143003f
0x0fa7e4: 0xa143003f
0x0fa7e8: 0xa143003f
0x0fa7ec: 0xa143003f
0x0fa7f0: 0xa143003f
0x0fa7f4: 0xa143003f
0x0fa7f8: 0xa143003f
0x0fa7fc: 0xa143003f
0x0fa800: 0xa143003f
0x0fa804: 0xa143003f
0x0fa808: 0xa143003f
0x0fa80c: 0xa143003f
0x0fa810: 0xa143003f
0x0fa814: 0xa143003f
0x0fa818: 0xa143003f
0x0fa81c: 0xa143003f
0x0fa820: 0xa143003f
0x0fa824: 0xa143003f
0x0fa828: 0xa143003f
0x0fa82c: 0xa143003f
0x0fa830: 0xa143003f
0x0fa834: 0xa143003f
0x0fa838: 0xa143003f
0x0fa83c: 0xa143003f
0x0fa840: 0xa143003f
0x0fa844: 0xa143003f
0x0fa848: 0xa143003f
0x0fa84c: 0xa143003f
0x0fa850: 0xa143003f
0x0fa854: 0xa143003f
0x0fa858: 0xa143003f
0x0fa85c: 0xa143003f
0x0fa860: 0xa143003f
0x0fa864: 0xa143003f
0x0fa868: 0xa143003f
0x0fa86c: 0xa143003f
0x0fa870: 0xa143003f
0x0fa874: 0xa143003f
0x0fa878: 0xa143003f
0x0fa87c: 0xa143003f
0x0fa880: 0xa143003f
0x0fa884: 0xa143003f
0x0fa888: 0xa143003f
0x0fa88c: 0xa143003f
0x0fa890: 0xa143003f
0x0fa894: 0xa143003f
0x0fa898: 0xa143003f
0x0fa89c: 0xa143003f
0x0fa8a0: 0xa143003f
0x0fa8a4: 0xa143003f
0x0fa8a8: 0xa143003f
0x0fa8ac: 0xa143003f
0x0fa8b0: 0xa143003f
0x0fa8b4: 0xa143003f
0x0fa8b8: 0xa143003f
0x0fa8bc: 0xa143003f
0x0fa8c0: 0xa143003f
0x0fa8c4: 0xa143003f
0x0fa8c8: 0xa143003f
0x0fa8cc: 0xa143003f
0x0fa8d0: 0xa143003f
0x0fa8d4: 0xa143003f
0x0fa8d8: 0xa143003f
0x0fa8dc: 0xa143003f
0x0fa8e0: 0xa143003f
0x0fa8e4: 0xa143003f
0x0fa8e8: 0xa143003f
0x0fa8ec: 0xa143003f
0x0fa8f0: 0xa143003f
0x0fa8f4: 0xa143003f
0x0fa8f8: 0xa143003f
0x0fa8fc: 0xa143003f
0x0fa900: 0xa143003f
0x0fa904: 0xa143003f
0x0fa908: 0xa143003f
0x0fa90c: 0xa143003f
0x0fa910: 0xa143003f
0x0fa914: 0xa143003f
0x0fa918: 0xa143003f
0x0fa91c: 0xa143003f
0x0fa920: 0xa143003f
0x0fa924: 0xa143003f
0x0fa928: 0xa143003f
0x0fa92c: 0xa143003f
0x0fa930: 0xa143003f
0x0fa934: 0xa143003f
0x0fa938: 0xa143003f
0x0fa93c: 0xa143003f
0x0fa940: 0xa143003f
0x0fa944: 0xa143003f
0x0fa948: 0xa143003f
0x0fa94c: 0xa143003f
0x0fa950: 0xa143003f
0x0fa954: 0xa143003f
0x0fa958: 0xa143003f
0x0fa95c: 0xa143003f
0x0fa960: 0xa143003f
0x0fa964: 0xa143003f
0x0fa968: 0xa143003f
0x0fa96c: 0xa143003f
0x0fa970: 0xa143003f
0x0fa974: 0xa143003f
0x0fa978: 0xa143003f
0x0fa97c: 0xa143003f
0x0fa980: 0xa143003f
0x0fa984: 0xa143003f
0x0fa988: 0xa143003f
0x0fa98c: 0xa143003f
0x0fa990: 0xa143003f
0x0fa994: 0xa143003f
0x0fa998: 0xa143003f
0x0fa99c: 0xa143003f
0x0fa9a0: 0xa143003f
0x0fa9a4: 0xa143003f
0x0fa9a8: 0xa143003f
0x0fa9ac: 0xa143003f
0x0fa9b0: 0xa143003f
0x0fa9b4: 0xa143003f
0x0fa9b8: 0xa143003f
0x0fa9bc: 0xa143003f
0x0fa9c0: 0xa143003f
0x0fa9c4: 0xa143003f
0x0fa9c8: 0xa143003f
0x0fa9cc: 0xa143003f
0x0fa9d0: 0xa143003f
0x0fa9d4: 0xa143003f
0x0fa9d8: 0xa143003f
0x0fa9dc: 0xa143003f
0x0fa9e0: 0xa143003f
0x0fa9e4: 0xa143003f
0x0fa9e8: 0xa143003f
0x0fa9ec: 0xa143003f
0x0fa9f0: 0xa143003f
0x0fa9f4: 0xa143003f
0x0fa9f8: 0xa143003f
0x0fa9fc: 0xa143003f
0x0faa00: 0xa143003f
0x0faa04: 0xa143003f
0x0faa08: 0xa143003f
0x0faa0c: 0xa143003f
0x0faa10: 0xa143003f
0x0faa14: 0xa143003f
0x0faa18: 0xa143003f
0x0faa1c: 0xa143003f
0x0faa20: 0xa143003f
0x0faa24: 0xa143003f
0x0faa28: 0xa143003f
0x0faa2c: 0xa143003f
0x0faa30: 0xa143003f
0x0faa34: 0xa143003f
0x0faa38: 0xa143003f
0x0faa3c: 0xa143003f
0x0faa40: 0xa143003f
0x0faa44: 0xa143003f
0x0faa48: 0xa143003f
0x0faa4c: 0xa143003f
0x0faa50: 0xa143003f
0x0faa54: 0xa143003f
0x0faa58: 0xa143003f
0x0faa5c: 0xa143003f
0x0faa60: 0xa143003f
0x0faa64: 0xa143003f
0x0faa68: 0xa143003f
0x0faa6c: 0xa143003f
0x0faa70: 0xa143003f
0x0faa74: 0xa143003f
0x0faa78: 0xa143003f
0x0faa7c: 0xa143003f
0x0faa80: 0xa143003f
0x0faa84: 0xa143003f
0x0faa88: 0xa143003f
0x0faa8c: 0xa143003f
0x0faa90: 0xa143003f
0x0faa94: 0xa143003f
0x0faa98: 0xa143003f
0x0faa9c: 0xa143003f
0x0faaa0: 0xa143003f
0x0faaa4: 0xa143003f
0x0faaa8: 0xa143003f
0x0faaac: 0xa143003f
0x0faab0: 0xa143003f
0x0faab4: 0xa143003f
0x0faab8: 0xa143003f
0x0faabc: 0xa143003f
0x0faac0: 0xa143003f
0x0faac4: 0xa143003f
0x0faac8: 0xa143003f
0x0faacc: 0xa143003f
